Brand,Price,Horsepower,Fuel Efficiency,Encoded_Brand,Scaled_Horsepower,Scaled_Fuel_Efficiency,Scaled_Brand,Performance_Index
Brand B,76666,206,34.2,5,0.265,0.9680000000000001,0.5,7045.200000000001
Brand W,43873,101,16.3,1,0.0025,0.252,0.0,1646.3000000000002
Brand Y,40489,362,12.7,3,0.655,0.10799999999999997,0.25,4597.4
Brand W,33376,399,19.6,1,0.7475,0.38400000000000006,0.0,7820.400000000001
Brand A,47583,117,19.9,4,0.0425,0.39599999999999996,0.375,2328.2999999999997
Brand W,37124,233,32.3,1,0.3325,0.8919999999999999,0.0,7525.9
Brand Z,79096,435,11.0,7,0.8375,0.04,0.75,4785.0
Brand W,90471,230,28.1,1,0.325,0.7240000000000001,0.0,6463.0
Brand C,33751,204,14.1,6,0.26,0.16399999999999998,0.625,2876.4
Brand W,36621,200,14.2,1,0.25,0.16799999999999998,0.0,2840.0
Brand E,60993,182,29.5,2,0.205,0.78,0.125,5369.0
Brand D,31850,228,15.6,9,0.32,0.22399999999999998,1.0,3556.7999999999997
Brand Y,43658,105,25.1,3,0.0125,0.6040000000000001,0.25,2635.5
Brand E,64735,497,29.8,2,0.9925,0.792,0.125,14810.6
Brand B,94842,458,18.6,5,0.895,0.3440000000000001,0.5,8518.800000000001
Brand X,42909,431,15.2,8,0.8275,0.20799999999999996,0.875,6551.2
Brand B,61557,427,22.7,5,0.8175,0.508,0.5,9692.9
Brand A,90233,416,19.7,4,0.79,0.38799999999999996,0.375,8195.199999999999
Brand D,32535,311,28.1,9,0.5275,0.7240000000000001,1.0,8739.1
Brand W,30554,140,29.7,1,0.1,0.7879999999999999,0.0,4158.0
Brand Z,89387,305,34.4,7,0.5125,0.976,0.75,10492.0
Brand E,69573,163,26.9,2,0.1575,0.6759999999999999,0.125,4384.7
Brand Z,89570,328,21.2,7,0.57,0.44799999999999995,0.75,6953.599999999999
Brand B,43003,428,27.5,5,0.82,0.7,0.5,11770.0
Brand A,30690,368,29.4,4,0.67,0.7759999999999999,0.375,10819.199999999999
Brand C,42398,389,13.9,6,0.7225,0.15600000000000003,0.625,5407.1
Brand A,94948,331,17.1,4,0.5775,0.28400000000000003,0.375,5660.1
Brand Z,40921,326,15.4,7,0.565,0.21600000000000003,0.75,5020.400000000001
Brand Z,95156,320,23.8,7,0.55,0.552,0.75,7616.0
Brand Z,43136,240,16.3,7,0.35,0.252,0.75,3912.0
Brand X,60960,196,19.7,8,0.24,0.38799999999999996,0.875,3861.2
Brand Z,94125,182,20.5,7,0.205,0.42,0.75,3731.0
Brand X,95901,225,28.9,8,0.3125,0.7559999999999999,0.875,6502.5
Brand Y,32801,366,13.9,3,0.665,0.15600000000000003,0.25,5087.400000000001
Brand W,36445,332,20.1,1,0.58,0.4040000000000001,0.0,6673.200000000001
Brand C,32929,101,11.8,6,0.0025,0.07200000000000002,0.625,1191.8000000000002
Brand X,65531,470,23.6,8,0.925,0.544,0.875,11092.0
Brand C,68116,148,27.9,6,0.12,0.716,0.625,4129.2
Brand Y,69421,108,21.8,3,0.02,0.47200000000000003,0.25,2354.4
Brand E,56169,412,26.1,2,0.78,0.644,0.125,10753.2
Brand C,75646,128,27.2,6,0.07,0.688,0.625,3481.6
Brand Y,35355,363,11.7,3,0.6575,0.06799999999999998,0.25,4247.099999999999
Brand Z,81405,463,10.6,7,0.9075,0.023999999999999987,0.75,4907.8
Brand Y,50812,211,22.2,3,0.2775,0.488,0.25,4684.2
Brand B,53564,371,25.3,5,0.6775,0.612,0.5,9386.300000000001
Brand Z,89107,310,10.7,7,0.525,0.027999999999999973,0.75,3317.0
Brand W,74280,403,10.5,1,0.7575,0.02,0.0,4231.5
Brand A,94593,470,22.4,4,0.925,0.49599999999999994,0.375,10528.0
Brand D,52875,383,31.2,9,0.7075,0.848,1.0,11949.6
Brand D,95508,158,34.3,9,0.145,0.9719999999999999,1.0,5419.4
Brand C,47880,439,22.1,6,0.8475,0.48400000000000004,0.625,9701.900000000001
Brand C,72948,476,24.2,6,0.94,0.568,0.625,11519.199999999999
Brand Y,46502,178,26.1,3,0.195,0.644,0.25,4645.8
Brand X,91149,293,23.1,8,0.4825,0.524,0.875,6768.3
Brand A,30395,179,16.0,4,0.1975,0.24,0.375,2864.0
Brand D,78703,253,17.6,9,0.3825,0.30400000000000005,1.0,4452.8
Brand W,39284,357,33.5,1,0.6425,0.94,0.0,11959.5
Brand D,89694,325,22.9,9,0.5625,0.5159999999999999,1.0,7442.499999999999
Brand W,95159,440,19.5,1,0.85,0.38,0.0,8580.0
Brand A,35612,119,22.8,4,0.0475,0.512,0.375,2713.2000000000003
Brand Y,85586,341,19.8,3,0.6025,0.392,0.25,6751.8
Brand C,33808,347,10.3,6,0.6175,0.012000000000000028,0.625,3574.1000000000004
Brand C,42724,153,23.2,6,0.1325,0.528,0.625,3549.6
Brand E,88028,414,33.2,2,0.785,0.9280000000000002,0.125,13744.800000000001
Brand W,81010,462,27.5,1,0.905,0.7,0.0,12705.0
Brand E,45484,443,26.8,2,0.8575,0.672,0.125,11872.4
Brand B,53221,148,30.4,5,0.12,0.816,0.5,4499.2
Brand W,98812,130,17.9,1,0.075,0.31599999999999995,0.0,2327.0
Brand Z,33076,369,30.9,7,0.6725,0.836,0.75,11402.1
Brand X,41069,278,20.8,8,0.445,0.43200000000000005,0.875,5782.400000000001
Brand C,75601,175,23.5,6,0.1875,0.54,0.625,4112.5
Brand D,87429,268,30.8,9,0.42,0.8320000000000001,1.0,8254.4
Brand Z,70153,437,32.5,7,0.8425,0.9,0.75,14202.5
Brand Y,30317,173,14.7,3,0.1825,0.18799999999999997,0.25,2543.1
Brand W,70037,488,12.0,1,0.97,0.08,0.0,5856.0
Brand E,86836,325,30.5,2,0.5625,0.82,0.125,9912.5
Brand A,40156,367,20.0,4,0.6675,0.4,0.375,7340.0
Brand A,38247,339,29.7,4,0.5975,0.7879999999999999,0.375,10068.3
Brand Z,30577,119,31.3,7,0.0475,0.852,0.75,3724.7000000000003
Brand D,46022,337,30.0,9,0.5925,0.8,1.0,10110.0
Brand Z,83741,396,33.7,7,0.74,0.9480000000000001,0.75,13345.2
Brand D,95303,163,13.0,9,0.1575,0.12,1.0,2119.0
Brand W,49245,375,28.9,1,0.6875,0.7559999999999999,0.0,10837.5
Brand Y,80830,456,22.5,3,0.89,0.5,0.25,10260.0
Brand Z,31644,231,14.8,7,0.3275,0.19200000000000003,0.75,3418.8
Brand X,80945,205,31.8,8,0.2625,0.872,0.875,6519.0
Brand X,32776,474,21.9,8,0.935,0.4759999999999999,0.875,10380.599999999999
Brand C,52820,245,11.1,6,0.3625,0.043999999999999984,0.625,2719.5
Brand W,42066,141,28.9,1,0.1025,0.7559999999999999,0.0,4074.8999999999996
Brand Z,37993,256,21.1,7,0.39,0.44400000000000006,0.75,5401.6
Brand C,77087,193,14.1,6,0.2325,0.16399999999999998,0.625,2721.2999999999997
Brand D,98445,299,22.8,9,0.4975,0.512,1.0,6817.2
Brand E,62535,348,17.2,2,0.62,0.288,0.125,5985.599999999999
Brand W,48330,238,18.5,1,0.345,0.34,0.0,4403.0
Brand Z,51536,346,13.1,7,0.615,0.12399999999999999,0.75,4532.599999999999
Brand X,80748,117,12.0,8,0.0425,0.08,0.875,1404.0
Brand E,83003,132,25.0,2,0.08,0.6,0.125,3300.0
Brand A,63152,264,33.9,4,0.41,0.956,0.375,8949.6
Brand A,92534,489,20.8,4,0.9725,0.43200000000000005,0.375,10171.2
Brand Z,48485,300,23.7,7,0.5,0.5479999999999999,0.75,7110.0
Brand B,51695,473,23.5,5,0.9325,0.54,0.5,11115.5
Brand D,94262,276,15.6,9,0.44,0.22399999999999998,1.0,4305.599999999999
Brand W,54302,310,14.7,1,0.525,0.18799999999999997,0.0,4557.0
Brand W,33541,464,26.0,1,0.91,0.64,0.0,12064.0
Brand B,76370,321,22.3,5,0.5525,0.49200000000000005,0.5,7158.3
Brand A,62377,201,13.5,4,0.2525,0.14,0.375,2713.5
Brand E,32154,226,16.0,2,0.315,0.24,0.125,3616.0
Brand D,99375,409,33.1,9,0.7725,0.924,1.0,13537.900000000001
Brand E,60987,353,19.7,2,0.6325,0.38799999999999996,0.125,6954.099999999999
Brand D,38923,186,15.8,9,0.215,0.23200000000000004,1.0,2938.8
Brand W,57825,367,10.8,1,0.6675,0.03200000000000003,0.0,3963.6000000000004
Brand B,57595,258,13.6,5,0.395,0.144,0.5,3508.7999999999997
Brand B,88810,227,17.9,5,0.3175,0.31599999999999995,0.5,4063.2999999999997
Brand D,30077,466,32.2,9,0.915,0.8880000000000001,1.0,15005.2
Brand A,39055,221,23.4,4,0.3025,0.5359999999999999,0.375,5171.4
Brand Y,43856,328,19.0,3,0.57,0.36,0.25,6232.0
Brand B,70557,265,32.6,5,0.4125,0.904,0.5,8639.0
Brand D,50882,451,13.2,9,0.8775,0.12799999999999997,1.0,5953.2
Brand W,77166,212,12.0,1,0.28,0.08,0.0,2544.0
Brand B,58697,204,22.0,5,0.26,0.48,0.5,4488.0
Brand A,59736,152,20.3,4,0.13,0.41200000000000003,0.375,3085.6
Brand X,61560,123,20.8,8,0.0575,0.43200000000000005,0.875,2558.4
Brand Z,60347,149,24.7,7,0.1225,0.588,0.75,3680.2999999999997
Brand C,92963,209,32.7,6,0.2725,0.9080000000000001,0.625,6834.3
Brand X,30241,313,21.2,8,0.5325,0.44799999999999995,0.875,6635.599999999999
Brand X,78932,210,20.0,8,0.275,0.4,0.875,4200.0
Brand C,51628,365,20.4,6,0.6625,0.4159999999999999,0.625,7445.999999999999
Brand D,58097,254,14.8,9,0.385,0.19200000000000003,1.0,3759.2000000000003
Brand C,51137,440,15.4,6,0.85,0.21600000000000003,0.625,6776.0
Brand C,70182,443,29.6,6,0.8575,0.784,0.625,13112.800000000001
Brand D,96922,218,22.0,9,0.295,0.48,1.0,4796.0
Brand X,89813,416,11.7,8,0.79,0.06799999999999998,0.875,4867.2
Brand X,34748,258,29.4,8,0.395,0.7759999999999999,0.875,7585.2
Brand X,66956,367,18.7,8,0.6675,0.348,0.875,6862.9
Brand A,90023,113,30.7,4,0.0325,0.828,0.375,3469.1
Brand W,34783,381,33.9,1,0.7025,0.956,0.0,12915.9
Brand A,37044,193,22.5,4,0.2325,0.5,0.375,4342.5
Brand X,82837,323,34.2,8,0.5575,0.9680000000000001,0.875,11046.6
Brand C,86844,215,19.5,6,0.2875,0.38,0.625,4192.5
Brand X,57635,443,31.2,8,0.8575,0.848,0.875,13821.6
Brand W,53840,266,12.2,1,0.415,0.08799999999999997,0.0,3245.2
Brand Y,74574,281,23.0,3,0.4525,0.52,0.25,6463.0
Brand E,65792,458,12.2,2,0.895,0.08799999999999997,0.125,5587.599999999999
Brand C,60113,187,30.3,6,0.2175,0.812,0.625,5666.1
Brand B,68853,283,10.2,5,0.4575,0.007999999999999972,0.5,2886.6
Brand B,65397,156,11.3,5,0.14,0.052000000000000025,0.5,1762.8000000000002
Brand B,80912,292,16.6,5,0.48,0.26400000000000007,0.5,4847.200000000001
Brand Y,34349,174,30.4,3,0.185,0.816,0.25,5289.599999999999
Brand A,88255,327,26.3,4,0.5675,0.652,0.375,8600.1
Brand D,88467,484,29.1,9,0.96,0.764,1.0,14084.400000000001
Brand W,51826,272,20.5,1,0.43,0.42,0.0,5576.0
Brand E,68039,403,10.2,2,0.7575,0.007999999999999972,0.125,4110.599999999999
Brand X,92850,160,27.8,8,0.15,0.7120000000000001,0.875,4448.0
Brand Z,33157,497,12.9,7,0.9925,0.11600000000000002,0.75,6411.3
Brand Y,30015,454,11.4,3,0.885,0.056000000000000015,0.25,5175.6
Brand W,64585,425,12.4,1,0.8125,0.09600000000000002,0.0,5270.0
Brand E,44803,279,11.5,2,0.4475,0.06,0.125,3208.5
Brand Y,75020,272,17.1,3,0.43,0.28400000000000003,0.25,4651.200000000001
Brand W,40694,109,29.7,1,0.0225,0.7879999999999999,0.0,3237.2999999999997
Brand B,88455,138,25.7,5,0.095,0.628,0.5,3546.6
Brand C,51575,203,33.2,6,0.2575,0.9280000000000002,0.625,6739.6
Brand Y,60904,299,22.3,3,0.4975,0.49200000000000005,0.25,6667.7
Brand A,99201,336,12.0,4,0.59,0.08,0.375,4032.0
Brand Z,70636,327,21.4,7,0.5675,0.45599999999999996,0.75,6997.799999999999
Brand Z,51770,428,28.4,7,0.82,0.736,0.75,12155.199999999999
Brand Y,73219,282,21.0,3,0.455,0.44,0.25,5922.0
Brand X,45476,275,28.9,8,0.4375,0.7559999999999999,0.875,7947.5
Brand Y,67784,452,16.2,3,0.88,0.24799999999999997,0.25,7322.4
Brand Z,61701,373,11.2,7,0.6825,0.04799999999999997,0.75,4177.599999999999
Brand E,40682,218,16.6,2,0.295,0.26400000000000007,0.125,3618.8
Brand W,50728,276,22.1,1,0.44,0.48400000000000004,0.0,6099.6
Brand E,56839,452,25.7,2,0.88,0.628,0.125,11616.4
Brand D,40933,406,21.2,9,0.765,0.44799999999999995,1.0,8607.199999999999
Brand W,95399,405,23.1,1,0.7625,0.524,0.0,9355.5
Brand X,92477,112,17.7,8,0.03,0.308,0.875,1982.3999999999999
Brand D,68464,359,27.3,9,0.6475,0.6920000000000001,1.0,9800.7
Brand Y,72270,220,12.1,3,0.3,0.08399999999999999,0.25,2662.0
Brand Y,37572,389,33.3,3,0.7225,0.9319999999999999,0.25,12953.699999999999
Brand D,38307,277,16.3,9,0.4425,0.252,1.0,4515.1
Brand A,86697,152,18.1,4,0.13,0.32400000000000007,0.375,2751.2000000000003
Brand B,82695,186,28.2,5,0.215,0.728,0.5,5245.2
Brand D,44691,135,30.4,9,0.0875,0.816,1.0,4104.0
Brand B,49065,479,18.9,5,0.9475,0.3559999999999999,0.5,9053.099999999999
Brand E,61524,367,23.2,2,0.6675,0.528,0.125,8514.4
Brand B,74927,447,18.9,5,0.8675,0.3559999999999999,0.5,8448.3
Brand E,48120,318,34.2,2,0.545,0.9680000000000001,0.125,10875.6
Brand Y,51796,278,26.5,3,0.445,0.66,0.25,7367.0
Brand W,78504,338,15.8,1,0.595,0.23200000000000004,0.0,5340.400000000001
Brand Z,90434,173,29.0,7,0.1825,0.76,0.75,5017.0
Brand D,61833,172,16.5,9,0.18,0.26,1.0,2838.0
Brand C,96726,428,22.2,6,0.82,0.488,0.625,9501.6
Brand B,44983,291,21.3,5,0.4775,0.452,0.5,6198.3
Brand X,78877,456,30.7,8,0.89,0.828,0.875,13999.199999999999
Brand Y,36861,159,10.4,3,0.1475,0.016000000000000014,0.25,1653.6000000000001
Brand D,36986,103,19.0,9,0.0075,0.36,1.0,1957.0
Brand D,93982,289,28.9,9,0.4725,0.7559999999999999,1.0,8352.1
Brand E,61230,445,26.7,2,0.8625,0.6679999999999999,0.125,11881.5
Brand D,71454,332,23.8,9,0.58,0.552,1.0,7901.6
Brand C,45576,340,33.7,6,0.6,0.9480000000000001,0.625,11458.000000000002
Brand A,88467,164,10.9,4,0.16,0.03600000000000001,0.375,1787.6000000000001
Brand B,64003,107,16.3,5,0.0175,0.252,0.5,1744.1000000000001
Brand A,93621,206,11.3,4,0.265,0.052000000000000025,0.375,2327.8
Brand Z,88606,257,14.3,7,0.3925,0.17200000000000004,0.75,3675.1000000000004
Brand D,64231,242,29.6,9,0.355,0.784,1.0,7163.200000000001
Brand X,83957,223,34.0,8,0.3075,0.96,0.875,7582.0
Brand D,33612,423,22.5,9,0.8075,0.5,1.0,9517.5
Brand E,54927,429,24.0,2,0.8225,0.56,0.125,10296.0
Brand C,66397,406,28.6,6,0.765,0.7440000000000001,0.625,11611.6
Brand W,75506,136,10.8,1,0.09,0.03200000000000003,0.0,1468.8000000000002
Brand W,88751,277,12.8,1,0.4425,0.11200000000000003,0.0,3545.6000000000004
Brand B,87767,223,33.0,5,0.3075,0.92,0.5,7359.0
Brand Y,59588,455,28.8,3,0.8875,0.752,0.25,13104.0
Brand D,52079,328,25.8,9,0.57,0.632,1.0,8462.4
Brand W,53675,190,13.2,1,0.225,0.12799999999999997,0.0,2508.0
Brand A,83519,258,12.2,4,0.395,0.08799999999999997,0.375,3147.6
Brand C,92287,498,18.1,6,0.995,0.32400000000000007,0.625,9013.800000000001
Brand A,62867,481,19.8,4,0.9525,0.392,0.375,9523.800000000001
Brand W,65478,379,17.8,1,0.6975,0.31200000000000006,0.0,6746.2
Brand X,95611,391,28.7,8,0.7275,0.748,0.875,11221.699999999999
Brand E,63602,397,23.8,2,0.7425,0.552,0.125,9448.6
Brand E,82529,354,25.3,2,0.635,0.612,0.125,8956.2
Brand D,37682,318,17.1,9,0.545,0.28400000000000003,1.0,5437.8
Brand Z,53418,463,15.7,7,0.9075,0.22799999999999998,0.75,7269.099999999999
Brand E,47927,177,26.8,2,0.1925,0.672,0.125,4743.6
Brand E,84376,276,19.5,2,0.44,0.38,0.125,5382.0
Brand X,33492,255,17.1,8,0.3875,0.28400000000000003,0.875,4360.5
Brand A,83794,461,16.4,4,0.9025,0.25599999999999995,0.375,7560.4
Brand B,99691,303,10.4,5,0.5075,0.016000000000000014,0.5,3151.2000000000003
Brand B,64198,483,18.7,5,0.9575,0.348,0.5,9032.1
Brand B,66190,349,31.1,5,0.6225,0.8440000000000001,0.5,10853.9
Brand Y,89715,218,19.9,3,0.295,0.39599999999999996,0.25,4338.2
Brand D,66847,421,23.1,9,0.8025,0.524,1.0,9725.1
Brand B,97763,344,26.8,5,0.61,0.672,0.5,9219.2
Brand C,54775,415,32.8,6,0.7875,0.9119999999999999,0.625,13611.999999999998
Brand Y,79600,206,10.8,3,0.265,0.03200000000000003,0.25,2224.8
Brand Z,52573,198,14.5,7,0.245,0.18,0.75,2871.0
Brand C,67271,296,14.5,6,0.49,0.18,0.625,4292.0
Brand D,78303,256,17.7,9,0.39,0.308,1.0,4531.2
Brand E,80507,159,11.9,2,0.1475,0.07600000000000001,0.125,1892.1000000000001
Brand B,74292,394,15.1,5,0.735,0.204,0.5,5949.4
Brand C,68704,365,29.5,6,0.6625,0.78,0.625,10767.5
Brand W,31065,182,34.1,1,0.205,0.9640000000000001,0.0,6206.2
Brand B,37003,349,25.8,5,0.6225,0.632,0.5,9004.2
Brand Z,81286,439,27.5,7,0.8475,0.7,0.75,12072.5
Brand C,74635,287,26.9,6,0.4675,0.6759999999999999,0.625,7720.299999999999
Brand W,32424,381,31.5,1,0.7025,0.86,0.0,12001.5
Brand W,49313,462,27.6,1,0.905,0.7040000000000001,0.0,12751.2
Brand B,34352,115,23.7,5,0.0375,0.5479999999999999,0.5,2725.5
Brand X,55315,328,19.6,8,0.57,0.38400000000000006,0.875,6428.8
Brand C,94752,497,16.9,6,0.9925,0.27599999999999997,0.625,8399.3
Brand C,37087,364,21.1,6,0.66,0.44400000000000006,0.625,7680.400000000001
Brand Z,79714,232,14.9,7,0.33,0.196,0.75,3456.8
Brand X,71018,391,33.6,8,0.7275,0.9440000000000001,0.875,13137.6
Brand E,86444,223,18.6,2,0.3075,0.3440000000000001,0.125,4147.8
Brand A,55010,406,16.3,4,0.765,0.252,0.375,6617.8
Brand Z,58372,136,10.0,7,0.09,0.0,0.75,1360.0
Brand C,87363,376,10.4,6,0.69,0.016000000000000014,0.625,3910.4
Brand W,90202,182,28.9,1,0.205,0.7559999999999999,0.0,5259.8
Brand E,46663,389,15.0,2,0.7225,0.2,0.125,5835.0
Brand W,64526,359,29.5,1,0.6475,0.78,0.0,10590.5
Brand X,42717,498,27.5,8,0.995,0.7,0.875,13695.0
Brand B,42957,479,26.8,5,0.9475,0.672,0.5,12837.2
Brand W,61811,155,21.0,1,0.1375,0.44,0.0,3255.0
Brand Y,93254,350,16.8,3,0.625,0.272,0.25,5880.0
Brand B,71563,368,24.9,5,0.67,0.596,0.5,9163.199999999999
Brand C,42784,242,33.3,6,0.355,0.9319999999999999,0.625,8058.599999999999
Brand E,61820,207,11.0,2,0.2675,0.04,0.125,2277.0
Brand B,39125,303,14.5,5,0.5075,0.18,0.5,4393.5
Brand A,34868,282,15.0,4,0.455,0.2,0.375,4230.0
Brand Z,39096,444,27.9,7,0.86,0.716,0.75,12387.599999999999
Brand W,38304,477,22.7,1,0.9425,0.508,0.0,10827.9
Brand A,94724,371,28.9,4,0.6775,0.7559999999999999,0.375,10721.9
Brand Z,63328,301,24.5,7,0.5025,0.58,0.75,7374.5
Brand Z,98965,188,23.6,7,0.22,0.544,0.75,4436.8
Brand C,93532,138,16.5,6,0.095,0.26,0.625,2277.0
Brand Y,68051,476,12.5,3,0.94,0.1,0.25,5950.0
Brand D,31937,362,23.7,9,0.655,0.5479999999999999,1.0,8579.4
Brand Z,98901,269,28.0,7,0.4225,0.72,0.75,7532.0
Brand D,59524,449,15.9,9,0.8725,0.23600000000000002,1.0,7139.1
Brand E,56793,322,12.4,2,0.555,0.09600000000000002,0.125,3992.8
Brand A,55210,487,15.6,4,0.9675,0.22399999999999998,0.375,7597.2
Brand W,65947,210,13.2,1,0.275,0.12799999999999997,0.0,2772.0
Brand Z,98835,313,17.9,7,0.5325,0.31599999999999995,0.75,5602.7
Brand Z,45482,496,34.8,7,0.99,0.9919999999999999,0.75,17260.8
Brand Z,37148,239,18.1,7,0.3475,0.32400000000000007,0.75,4325.900000000001
Brand W,78009,129,12.7,1,0.0725,0.10799999999999997,0.0,1638.3
Brand D,35049,413,29.9,9,0.7825,0.7959999999999999,1.0,12348.699999999999
Brand B,98465,238,27.2,5,0.345,0.688,0.5,6473.599999999999
Brand E,35531,315,16.2,2,0.5375,0.24799999999999997,0.125,5103.0
Brand Z,54716,179,22.5,7,0.1975,0.5,0.75,4027.5
Brand D,34334,242,25.9,9,0.355,0.6359999999999999,1.0,6267.799999999999
Brand B,54299,357,12.2,5,0.6425,0.08799999999999997,0.5,4355.4
Brand X,70498,257,26.2,8,0.3925,0.648,0.875,6733.4
Brand Z,41568,420,26.7,7,0.8,0.6679999999999999,0.75,11214.0
Brand W,48819,373,13.1,1,0.6825,0.12399999999999999,0.0,4886.3
Brand W,84934,159,25.8,1,0.1475,0.632,0.0,4102.2
Brand E,65785,394,31.3,2,0.735,0.852,0.125,12332.2
Brand B,60060,197,11.7,5,0.2425,0.06799999999999998,0.5,2304.8999999999996
Brand Y,75405,205,28.8,3,0.2625,0.752,0.25,5904.0
Brand Z,61560,135,18.3,7,0.0875,0.332,0.75,2470.5
Brand E,69897,142,13.7,2,0.105,0.14799999999999996,0.125,1945.3999999999999
Brand C,35176,157,28.6,6,0.1425,0.7440000000000001,0.625,4490.2
Brand A,48971,334,20.1,4,0.585,0.4040000000000001,0.375,6713.400000000001
Brand Y,46983,428,22.8,3,0.82,0.512,0.25,9758.4
Brand W,58648,348,34.3,1,0.62,0.9719999999999999,0.0,11936.4
Brand B,42948,255,26.3,5,0.3875,0.652,0.5,6706.5
Brand W,57769,410,22.0,1,0.775,0.48,0.0,9020.0
Brand Y,99650,249,24.4,3,0.3725,0.576,0.25,6075.599999999999
Brand B,86107,289,15.5,5,0.4725,0.22,0.5,4479.5
Brand A,42266,240,29.5,4,0.35,0.78,0.375,7080.0
Brand D,73219,258,15.4,9,0.395,0.21600000000000003,1.0,3973.2000000000003
Brand W,91610,321,18.6,1,0.5525,0.3440000000000001,0.0,5970.6
Brand C,57808,174,33.1,6,0.185,0.924,0.625,5759.400000000001
Brand B,34906,143,33.9,5,0.1075,0.956,0.5,4847.7
Brand C,58013,479,13.7,6,0.9475,0.14799999999999996,0.625,6562.299999999999
Brand E,56890,211,24.3,2,0.2775,0.5720000000000001,0.125,5127.3
Brand W,36230,342,18.8,1,0.605,0.35200000000000004,0.0,6429.6
Brand A,55788,451,17.3,4,0.8775,0.29200000000000004,0.375,7802.3
Brand W,82758,184,28.2,1,0.21,0.728,0.0,5188.8
Brand B,98382,393,16.6,5,0.7325,0.26400000000000007,0.5,6523.8
Brand D,83314,195,19.6,9,0.2375,0.38400000000000006,1.0,3822.0000000000005
Brand B,60637,307,10.1,5,0.5175,0.003999999999999986,0.5,3100.7
Brand E,32280,470,22.3,2,0.925,0.49200000000000005,0.125,10481.0
Brand C,56320,470,17.9,6,0.925,0.31599999999999995,0.625,8413.0
Brand B,49558,487,15.5,5,0.9675,0.22,0.5,7548.5
Brand X,70447,179,22.8,8,0.1975,0.512,0.875,4081.2000000000003
Brand X,61304,495,22.1,8,0.9875,0.48400000000000004,0.875,10939.5
Brand D,96918,496,17.9,9,0.99,0.31599999999999995,1.0,8878.4
Brand X,56965,492,32.0,8,0.98,0.88,0.875,15744.0
Brand A,37049,215,15.8,4,0.2875,0.23200000000000004,0.375,3397.0
Brand X,30810,452,23.3,8,0.88,0.532,0.875,10531.6
Brand D,94609,376,30.0,9,0.69,0.8,1.0,11280.0
Brand B,80435,100,34.0,5,0.0,0.96,0.5,3400.0
Brand X,91126,407,10.4,8,0.7675,0.016000000000000014,0.875,4232.8
Brand D,73489,382,34.8,9,0.705,0.9919999999999999,1.0,13293.599999999999
Brand Y,35447,150,23.2,3,0.125,0.528,0.25,3480.0
Brand A,49510,481,19.0,4,0.9525,0.36,0.375,9139.0
Brand B,32564,337,34.1,5,0.5925,0.9640000000000001,0.5,11491.7
Brand D,44038,252,15.4,9,0.38,0.21600000000000003,1.0,3880.8
Brand W,53328,106,16.1,1,0.015,0.24400000000000005,0.0,1706.6000000000001
Brand D,76953,149,22.9,9,0.1225,0.5159999999999999,1.0,3412.1
Brand X,89463,448,29.6,8,0.87,0.784,0.875,13260.800000000001
Brand Z,87809,339,13.8,7,0.5975,0.15200000000000002,0.75,4678.2
Brand W,57805,335,16.3,1,0.5875,0.252,0.0,5460.5
Brand B,75854,233,23.2,5,0.3325,0.528,0.5,5405.599999999999
Brand C,55884,232,19.1,6,0.33,0.36400000000000005,0.625,4431.200000000001
Brand Z,49339,194,29.1,7,0.235,0.764,0.75,5645.400000000001
Brand W,36395,143,31.3,1,0.1075,0.852,0.0,4475.900000000001
Brand C,48001,200,22.9,6,0.25,0.5159999999999999,0.625,4580.0
Brand Z,36804,192,16.1,7,0.23,0.24400000000000005,0.75,3091.2000000000003
Brand B,52424,304,27.3,5,0.51,0.6920000000000001,0.5,8299.2
Brand X,80462,249,26.5,8,0.3725,0.66,0.875,6598.5
Brand Z,95518,480,17.7,7,0.95,0.308,0.75,8496.0
Brand E,30127,234,20.4,2,0.335,0.4159999999999999,0.125,4773.599999999999
Brand X,86059,210,13.7,8,0.275,0.14799999999999996,0.875,2877.0
Brand A,70594,223,33.6,4,0.3075,0.9440000000000001,0.375,7492.8
Brand B,68456,101,31.4,5,0.0025,0.856,0.5,3171.3999999999996
Brand E,83196,412,20.0,2,0.78,0.4,0.125,8240.0
Brand X,65630,415,13.2,8,0.7875,0.12799999999999997,0.875,5478.0
Brand X,85173,463,27.1,8,0.9075,0.684,0.875,12547.300000000001
Brand A,67350,222,32.6,4,0.305,0.904,0.375,7237.200000000001
Brand E,37694,281,29.6,2,0.4525,0.784,0.125,8317.6
Brand Z,82876,109,19.6,7,0.0225,0.38400000000000006,0.75,2136.4
Brand E,77329,218,20.1,2,0.295,0.4040000000000001,0.125,4381.8
Brand B,67405,258,32.7,5,0.395,0.9080000000000001,0.5,8436.6
Brand Y,46727,229,30.7,3,0.3225,0.828,0.25,7030.3
Brand A,65709,487,26.7,4,0.9675,0.6679999999999999,0.375,13002.9
Brand C,52127,425,22.3,6,0.8125,0.49200000000000005,0.625,9477.5
Brand A,49990,134,33.9,4,0.085,0.956,0.375,4542.599999999999
Brand Z,48557,129,28.2,7,0.0725,0.728,0.75,3637.7999999999997
Brand C,92432,280,27.2,6,0.45,0.688,0.625,7616.0
Brand A,30298,188,20.5,4,0.22,0.42,0.375,3854.0
Brand Z,70656,212,26.2,7,0.28,0.648,0.75,5554.4
